,id,UserId,ProductId,Time,Score,Summary,Text,helpful
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Lisa,53-004484,2017-02-17T00:00:00.000Z,5,Just as expected,"I have owned several kindles. I don't know what I do to them, but they tend to die rather quickly. Thank goodness for Best Buy's extra protection. The last two that quit on me were replaced quickly and effortlessly. Excellent customer service as well!",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,gorzalskism,53-004484,2017-03-03T00:00:00.000Z,5,Excellent tablet,"I lost my tablet in Germany and wanted a replacement fast. Best Buy, had both the 7 and 8 inch Kindle fires in stock, after reading the reviews, I decided to go with the 8 inch. Boy was I glad that I did, the larger viewing area, is great for watching movies and Netflix on the airplane. The 8 inch has stereo sound , unlike the 7 inch which has only mono. Overall I am really happy with this tablet",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Bill,53-004484,2017-04-29T00:00:00.000Z,5,Good reader,I had the original Kindle and just decided to upgrade. It ​is a very functional and easy to use.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,JWF46,53-004484,2017-01-30T00:00:00.000Z,5,Awesome tablet for me,"I had Microsoft Surface, unfortunately daughter dropped and cracked screen so needed a new tablet. Since went back to laptop for work didn't need another Surface. Settled on 8"" Kindle HD over Samsung and IPad mini due to value. I only use for social networks, email, games, internet search, and occasional viewing of videos. This is a good basic tablet that can handle this no problem with a good wifi connection. Great value as I paid under $100 during the holidays and it has been as good as my Surface for these basic uses.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Danny,53-004484,2016-12-30T00:00:00.000Z,5,It was good,The device is a good item and I really recommend to everyone,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Vadher4799,53-004484,2017-01-23T00:00:00.000Z,5,Kindle Reading,"I love it a lot and use it daily, bought books....",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Robert,53-004484,2017-03-10T00:00:00.000Z,5,Great Kindle,Perfect size for reading watching movies and carrying on a plane,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Chavez,53-004484,2016-11-16T00:00:00.000Z,5,The best !!!,"I love my kindle. It fast, great pict quality and is so convenient to use. I love using it to watch Netflix. It worth the purchase if you don't want to spend so much money.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,mediaropa,53-004484,2017-01-08T00:00:00.000Z,5,Great for Amazon-related activities,"I bought this as a light-weight alternative to an iPad for collecting and enjoying Kindle and Amazon Video products. When combined with the dedicated Fire cover, it's low price along with a very readable screen and the option for a Micro SD card make it an excellent choice for travel and time spent in waiting-rooms, etc., allowing lots of memory space for ones library as well as flexibility regarding how it is held or positioned.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,barom,53-004484,2017-01-23T00:00:00.000Z,5,Great performer,"Not much to say here. Cheap, fast and very functional. I was able to install google play store and everything works perfectly. Best tablet in its category. If you want something better, you better be ready to pay 3-4 times the price.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Billie,53-004484,2016-12-07T00:00:00.000Z,5,Great reader,It was by far the best deal out there for the money very happy,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Brad,53-004484,2017-01-28T00:00:00.000Z,4,My wife loves this,Got this for my wife. She uses it daily to read She really lokes it.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Doug,53-004484,2017-01-01T00:00:00.000Z,5,Very easy tablet to use,This tablet is really easy to use and since I'm a Amazon Prime member the video's and music is easy to access. I'm really surprised how fast the unit compared to my older i-pad. I would recommend this if anyone wants a good value product.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Dropp,53-004484,2017-02-19T00:00:00.000Z,4,not the best in class but priced right,"This feels like an affordable tablet. While not the best in class, it isn't priced to be that either. Works well. Happy with purchase.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Linda,53-004484,2017-01-06T00:00:00.000Z,4,Great tablet for kids,Bought this for my 9 year old Godson and he loves it. He would play it for hours on end if his parents would let him. He mostly plays games on it but he also uses it to watch videos and read books.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Dilly,53-004484,2016-12-23T00:00:00.000Z,3,Nice screen resolution.,"Hoped this Fire HD 8 would be faster than my old HD Fire...not so much, I guess I expected the new Fire HD 8 to perform better but it still lags and is slow to load information while surfing the Internet. My wife's Ipad is light years ahead on this one, but what do you expect from a 60-70 dollar tablet.",FALSE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Skore,53-004484,2017-01-06T00:00:00.000Z,4,Nice,Currently setting everything up on it but so far so good.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Reviewer,53-004484,2016-12-23T00:00:00.000Z,5,Great tablet,"Perfect for teenage tablet, perfect for homework!!",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,tinkerbell,53-004484,2017-05-08T00:00:00.000Z,5,Kindle fire hd,"My daughter loves this kindle, she does so much with it,well worth the money.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,gameraim,53-004484,2017-01-26T00:00:00.000Z,5,Great Tablet,"I needed to upgrade from the orginal Kindle fire and this Fire works great. Videos,games, email and battery life all are great.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Notdub,53-004484,2016-12-31T00:00:00.000Z,4,Great for consuming content,"This tablet is not a high-tech state-of-the-art Speed Demon, but on the other hand it is more than good enough for daily use. The two biggest benefits to me are that it now comes with Alexa built in, and, you can download Amazon movies to the device to watch offline, for example on an airplane. These two features alone make it worth the very reasonable price.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Maggie,53-004484,2017-05-06T00:00:00.000Z,5,Awesome little tab!,I bought this tab for my daughter's birthday.its got a good screen and sound for the price. I also play for the children's app freetime which is perfect for her.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,devinhenkel,53-004484,2016-11-25T00:00:00.000Z,4,Great Screen For Echo,I bought it as the display for my Echo. Turning on Voicecast routes information to the tablet with the voice reaponse. It'S been exactly what I hoped it would be and the price was right.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Deb1958,53-004484,2017-01-07T00:00:00.000Z,4,Great price,I would buy another one for the priceGood product,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,JWGRANT2,53-004484,2017-02-18T00:00:00.000Z,4,Great tablet,Not a huge fan of products that aren't Apple but this one is good. Haven't had any problems with them at all.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Tina,53-004484,2017-03-10T00:00:00.000Z,4,Good value,"Great little tablet to take with you, great for kids",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,boste03,53-004484,2016-12-23T00:00:00.000Z,5,Great tablet,"I bought this as an upgrade from my old Kindle. Works awesome, i can even watch movies through my Amazon Prime. Plenty of apps to choose from. Awesome little tablet.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Mimi,53-004484,2017-02-04T00:00:00.000Z,5,Great for young readers,I didn't actually use as I bought for a gift. My grandson already had one so we returned for a pair if 3-d goggles.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Jnev,53-004484,2016-12-27T00:00:00.000Z,5,Always a good purchase,This my second kindle .. it's light and faster than my previous kindle ..came with free audio books for 30 days which is cool ... better screen .. it does seem to be long than wider .. which I'm ok with and I got this on sale for 60 .. great deal,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Melissa,53-004484,2017-01-30T00:00:00.000Z,4,Good affordable tablet,You will not find another tablet like this with the affordable price.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,ISUgal,53-004484,2016-11-16T00:00:00.000Z,4,Great basic kindle,Just a simple kindle. Doesn't have the glass back.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,MotivRud,53-004484,2017-02-13T00:00:00.000Z,4,Great tablet,The tablet works just great and the price can't be beat!,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,TheoG,53-004484,2017-01-18T00:00:00.000Z,3,A mediocre tablet,"Great value for the money. However, the operating system is a bit clunky. Constant notifications and messages to delete. Some can be turned off, other seem to just keep appearing. The reader app surprisingly is less than intuitive.",FALSE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Missy,53-004484,2017-01-16T00:00:00.000Z,5,Great product.,Easy to use. Perfect for using for my clinicals in nursing school,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,genius,53-004484,2017-02-15T00:00:00.000Z,3,stopped working after 3 weeks.,the first worked fine for three weeks then stopped. took back and got a replacement. this one lasted almost a month. again took it back and was told I had to deal with Amazon.Found out thru Amazon webpage that units simply froze up and how to reset it. Was upset that store associate knew nothing about the product. Had to research everything myself.,FALSE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,alderave1,53-004484,2017-01-31T00:00:00.000Z,4,Great tablet,I bought this for my wife she loves how easy it is to use and small enough to take on trips.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,canman39,53-004484,2016-12-23T00:00:00.000Z,5,Great Gift,Purchased these for my grandkids...and they absolutely love them. They can play play their games to their hearts' content. They ar ed really fast too.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Djoyner,53-004484,2017-03-16T00:00:00.000Z,4,Good tablet at a great price.,If you enjoy reading you will not find a better device. Excellent price for a product of this quality,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Duluthian,53-004484,2017-01-01T00:00:00.000Z,5,Hard to beat for the price!,"This is actually a pretty good little tablet. It is not the most powerful and it doesn't have the highest resolution screen. But for the price, you can't go wrong. It does what it is supposed to do and for the low price you won't feel much pain if you break it. A perfect first tablet for the kids or a nice secondary tablet that you can just toss in a bag or the car for road trips.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Jigs,53-004484,2016-12-08T00:00:00.000Z,4,Great budget tablet,Bought it on black Friday for 60$ .Value for money tablet. It lags at heavy tasks and also apps are reloaded when 2-3 apps are opened at same time. But at this price it is expected. Go for it if budget is <100$.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Newwers,53-004484,2016-12-24T00:00:00.000Z,5,Perfect,Perfect cheap device for kids and grandkids nice to have sitting around,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Ingie,53-004484,2017-01-10T00:00:00.000Z,5,A MUST if you have Amazon Prime,"I purchased two of these for my kids, ages 12 and 10. Forget the IPod touch. For the price, this tablet can't be beat! They can download games, books and movies for free all included with my Amazon Prime membership. Awesome!!",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,ewohl726,53-004484,2016-12-30T00:00:00.000Z,5,great tablet! very nice quality!,did not expect this kind of quality for the price I paid. very surprised. nice product.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Aguirre,53-004484,2016-12-23T00:00:00.000Z,5,Great tablet for the the price,"This tablet is really good for the price, especially on the holidays. If you are a movie watcher or just using it for games it has great speed with a quad core. Highly recommend so e-book as well. Very happy with my purchase I bought 3 already.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,needabreak,53-004484,2016-12-14T00:00:00.000Z,5,can download audio books,it is small enough to carry in your purse and open up a whole new world while waiting at appointments.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Joe12345,53-004484,2017-01-09T00:00:00.000Z,4,Needed something to read books,This is a great device. I needed something small to read books on. This device is exactly what I was looking for.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,cjsoto2,53-004484,2016-12-25T00:00:00.000Z,5,Awesome tablet,So far it does what I want. Very happy with the price too.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,TomP,53-004484,2017-01-19T00:00:00.000Z,5,Nice,I got this mainly to watch tv/movies. Battery life is best of all devices I have used to date.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,dennislwalker,53-004484,2017-03-25T00:00:00.000Z,4,Performs as expected,Amazon MayDay functionality is not available and this was unexpected. Other services and functionality as expected,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Maria,53-004484,2017-03-15T00:00:00.000Z,4,tablet,"Great tablet, fast & reliable. Only downfall is having to pay to remove adds.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Unique,53-004484,2017-01-31T00:00:00.000Z,5,Love for a reader,I love my kindle fire it's is good for watching movies reading and anything you need a tablet for.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,LeoHan,53-004484,2017-05-12T00:00:00.000Z,5,Great device,"This is a cheap tablet but really worth for the price. I bought this when it is on sale for $69 + $40 for 128 GB SD card, you have a great tablet when plenty of space. I used ipad for a while but i think it is so overpriced . This tablet is a deal !!!",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,techy,53-004484,2016-11-20T00:00:00.000Z,5,Great tablet,For its price. Amongst the others I felt this was a deal,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Edysel,53-004484,2017-01-16T00:00:00.000Z,5,Great product,"I recommend this tablet !!! I like it a lot , perfect size and perfect price",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,onevarg,53-004484,2016-11-30T00:00:00.000Z,3,basic kindle,upgraded my 3 year old kindle- same old. doesnt seem that great of a difference. the graphical interface still sucks but its decent for reading.,FALSE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,46chevy,53-004484,2016-12-23T00:00:00.000Z,5,great buy and easy to use,I had a smaller version and this was easy to adjust to and use.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,ndfer,53-004484,2017-02-17T00:00:00.000Z,4,great for a beginner,Super easy to set up and use :)Got one for daughter and got one for self!!!!!!,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Socks1971,53-004484,2016-12-31T00:00:00.000Z,5,Easy play Apps,Really enjoy this product. Love watching movies and playing games on my Fire HD 8,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Wendy,53-004484,2016-12-28T00:00:00.000Z,5,Perfect for My Dad,This was so easy to set up and the print can easily be adjusted to extra large. My 78 year old dad was really happy with his first experience with technology. He is now surfing the net and reading news online. Highly recommended.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,KitKat,53-004484,2017-04-03T00:00:00.000Z,5,Use my kindle 8 more than my laptop!,"I absolutely love my kindle 8! Great picture, storage & sound. Can't live without my kindle!",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,gllanes,53-004484,2017-01-23T00:00:00.000Z,5,Great UI Experience,"The UI experience is great, especially for Prime members. The tablet is quick and responsive with plenty of memory to ha for any task.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,kokirios77,53-004484,2017-01-04T00:00:00.000Z,5,Great tablet for a beginner,The best tablet for the price i use it everyday to watch youtube videos,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Desire604,53-004484,2017-05-23T00:00:00.000Z,5,Great tablet,I purchased this tablet for my granddaughter and she just loves it...so much I have to take on the week days ...,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Bemis,53-004484,2017-01-18T00:00:00.000Z,4,Great Teenage Gift,Got this for the kids for Xmas...was the BEST gift.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,JTShep,53-004484,2016-12-14T00:00:00.000Z,5,Amazing deal,The best tablet for the price! All three of my children have one & they are worth it!,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,poorteacher,53-004484,2017-01-24T00:00:00.000Z,5,Excellent Kindle,"Hoping for an updated hdx kindle, but settled for this. Enjoy the expanded sd slot.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Saratogagal,53-004484,2017-03-25T00:00:00.000Z,5,"Easy to use, with good, clear screen display.","This replaced my old Kindle Fire. I have not yet explored all of the features but, so far, it is performing very well. Tablet is a good size and weight, and easy to use.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,msnutnhoni,53-004484,2016-12-27T00:00:00.000Z,5,love it,"ilovemy kindle 8"" . However it has crash a couple of times and am not sure why. also the 8"" case is not made for this kindle because the clamps used to hold it are right on the buttons to turn on and volume. so if you have a better case for it please let me know.",TRUE
